title,authors,year,abstract,pdf_link,abstract_link,domain
A Model for Resolution Enhancement (Hyperacuity) in Sensory Representation,"Jun Zhang, John Miller",1988,Heiligenberg (1987)  recently proposed a  model  to explain how sen(cid:173) sory  maps  could  enhance  resolution  through  orderly  arrangement  of  broadly tuned receptors.  We  have  extended  this  model  to the general  case  of polynomial  weighting  schemes  and  proved  that  the  response  function  is  also  a  polynomial  of the  same  order.  We  further  demon(cid:173) strated  that  the  Hermitian  polynomials  are  eigenfunctions  of the  sys(cid:173) tem.  Finally we suggested  a  biologically  plausible mechanism for  sen(cid:173) sory representation of external stimuli with resolution far exceeding the  inter-receptor separation.,https://papers.nips.cc/paper_files/paper/1988/file/8f85517967795eeef66c225f7883bdcb-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/8f85517967795eeef66c225f7883bdcb-Abstract.html,
Temporal Representations in a Connectionist Speech System,Erich Smythe,1988,"SYREN  is  a  connectionist model  that uses  temporal  information  in  a  speech signal  for  syllable  recognition.  It classifies  the  rates  and directions of formant center transitions,  and uses an adaptive  method  to  associate  transition  events  with  each  syllable.  The  system  uses  explicit  spatial  temporal  representations through  de(cid:173) lay  lines.  SYREN  uses  implicit  parametric  temporal  representa(cid:173) tions  in  formant  transition  classification  through  node  activation  onset,  decay,  and transition delays  in sub-networks analogous to  visual  motion detector cells.  SYREN  recognizes 79% of six repe(cid:173) titions  of  24  consonant-vowel  syllables  when  tested  on  unseen  data,  and  recognizes  100%  of  its  training  syllables.",https://papers.nips.cc/paper_files/paper/1988/file/903ce9225fca3e988c2af215d4e544d3-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/903ce9225fca3e988c2af215d4e544d3-Abstract.html,
Neural Network Star Pattern Recognition for Spacecraft Attitude Determination and Control,"Phillip Alvelda, A. San Martin",1988,"computational  bottlenecks  Currently,  the  most  complex  spacecraft  attitude  determination  and  control  tasks  are  ultimately  governed  by  ground-based  systems  and  personnel.  Conventional  on-board  systems  face  severe  serial  microprocessors operating on inherently parallel problems.  New  computer architectures based on the anatomy of the human brain  seem  to  promise  high  speed  and  fault-tolerant  solutions  to  the  limitations  of serial  processing.  This  paper  discusses  the  latest  applications of artificial neural networks to the  problem of star  pattern recognition  for spacecraft attitude determination.",https://papers.nips.cc/paper_files/paper/1988/file/96da2f590cd7246bbde0051047b0d6f7-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/96da2f590cd7246bbde0051047b0d6f7-Abstract.html,
A Massively Parallel Self-Tuning Context-Free Parser,Eugene Santos,1988,The  Parsing  and  Learning  System(PALS)  is  a  massively  parallel  self-tuning context-free  parser.  It  is capable  of  parsing sentences of unbounded length mainly due to its  parse-tree representation scheme. The system is capable  of  improving  its  parsing  performance  through  the  presentation of training examples.,https://papers.nips.cc/paper_files/paper/1988/file/9766527f2b5d3e95d4a733fcfb77bd7e-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/9766527f2b5d3e95d4a733fcfb77bd7e-Abstract.html,
Neural Net Receivers in Multiple Access-Communications,"Bernd-Peter Paris, Geoffrey Orsak, Mahesh Varanasi, Behnaam Aazhang",1988,"The application of neural networks to the demodulation of  spread-spectrum signals in a multiple-access environment is  considered. This study is motivated in large part by the fact  that, in a multiuser system, the conventional (matched fil(cid:173) ter) receiver suffers severe performance degradation as the  relative powers of the interfering signals become large (the  ""near-far"" problem). Furthermore, the optimum receiver,  which alleviates the near-far problem, is too complex to be  of practical use. Receivers based on multi-layer perceptrons  are considered as a simple and robust alternative to the opti(cid:173) mum solution. The optimum receiver is used to benchmark  the performance of the neural net receiver; in particular, it is  proven to be instrumental in identifying the decision regions  of the neural networks. The back-propagation algorithm and  a modified version of it are used to train the neural net. An  importance sampling technique is introduced to reduce the  number of simulations necessary to evaluate the performance  of neural nets. In all examples considered the proposed neu(cid:173) ral ~et receiver significantly outperforms the conventional  recelver.",https://papers.nips.cc/paper_files/paper/1988/file/9872ed9fc22fc182d371c3e9ed316094-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/9872ed9fc22fc182d371c3e9ed316094-Abstract.html,
A Computationally Robust Anatomical Model for Retinal Directional Selectivity,"Norberto Grzywacz, Franklin Amthor",1988,"We analyze a mathematical model for  retinal directionally selective  cells  based  on  recent  electrophysiological  data,  and  show  that  its  computation of motion direction is  robust against  noise  and speed.",https://papers.nips.cc/paper_files/paper/1988/file/98dce83da57b0395e163467c9dae521b-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/98dce83da57b0395e163467c9dae521b-Abstract.html,
Statistical Prediction with Kanerva's Sparse Distributed Memory,David Rogers,1988,"A  new  viewpoint  of  the  processing  performed  by  Kanerva's  sparse  distributed  memory  (SDM)  is  presented.  In  conditions  of  near- or  over- capacity,  where  the  associative-memory  behavior  of the  mod(cid:173) el  breaks  down,  the  processing  performed by  the  model  can  be  inter(cid:173) preted  as  that  of  a  statistical  predictor.  Mathematical  results  are  presented  which  serve  as  the  framework  for  a  new  statistical  view(cid:173) point  of  sparse  distributed  memory  and  for  which  the  standard  for(cid:173) mulation  of SDM  is  a  special  case.  This  viewpoint  suggests  possi(cid:173) ble  enhancements  to  the  SDM  model,  including  a  procedure  for  improving  the  predictiveness  of  the  system  based  on  Holland's  work  with  'Genetic  Algorithms',  and  a  method  for  improving  the  capacity of SDM even when used as an associative memory.",https://papers.nips.cc/paper_files/paper/1988/file/9b8619251a19057cff70779273e95aa6-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/9b8619251a19057cff70779273e95aa6-Abstract.html,
Learning Sequential Structure in Simple Recurrent Networks,"David Servan-Schreiber, Axel Cleeremans, James McClelland",1988,"We explore a network architecture introduced by Elman (1988) for  predicting successive elements of a sequence. The network uses the  pattern of activation over a set of hidden units from time-step t-l,  together with element t, to predict element t+ 1. When the network is  trained with strings from a particular finite-state grammar, it can learn  to be a perfect finite-state recognizer for the grammar. Cluster analyses  of the hidden-layer patterns of activation showed that they encode  prediction-relevant information about the entire path traversed through  the network. We illustrate the phases of learning with cluster analyses  performed at different points during training.  Several connectionist architectures that are explicitly constrained to capture  sequential infonnation have been developed. Examples are Time Delay  Networks (e.g. Sejnowski & Rosenberg. 1986) -- also called 'moving  window' paradigms -- or algorithms such as back-propagation in time  (Rumelhart. Hinton & Williams. 1986), Such architectures use explicit  representations of several consecutive events. if not of the entire history of  past inputs. Recently. Elman (1988) has introduced a simple recurrent  network (SRN) that has the potential to master an infinite corpus of  sequences with the limited means of a learning procedure that is completely  local in time (see Figure I.).",https://papers.nips.cc/paper_files/paper/1988/file/9dcb88e0137649590b755372b040afad-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/9dcb88e0137649590b755372b040afad-Abstract.html,
A Back-Propagation Algorithm with Optimal Use of Hidden Units,Yves Chauvin,1988,"This  paper  presents  a  variation  of  the  back-propagation  algo(cid:173) rithm  that makes  optimal  use  of  a  network  hidden units  by  de(cid:173) cr~asing an  ""energy""  term written  as  a  function  of  the  squared  activations  of  these  hidden units.  The  algorithm  can automati(cid:173) cally  find  optimal  or  nearly  optimal  architectures  necessary  to  solve  known  Boolean  functions,  facilitate  the  interpretation  of  the  activation  of  the  remaining  hidden  units  and  automatically  estimate the complexity of architectures appropriate for phonetic  labeling  problems.  The  general  principle  of the  algorithm  can  also be adapted to different tasks:  for  example,  it can be used to  eliminate the  [0,  0]  local minimum  of the  [-1.  +1]  logistic  acti(cid:173) vation  function  while  preserving  a  much  faster  convergence  and  forcing  binary  activations  over the  set of hidden  units.",https://papers.nips.cc/paper_files/paper/1988/file/9fc3d7152ba9336a670e36d0ed79bc43-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/9fc3d7152ba9336a670e36d0ed79bc43-Abstract.html,
GEMINI: Gradient Estimation Through Matrix Inversion After Noise Injection,"Yann Le Cun, Conrad Galland, Geoffrey E. Hinton",1988,"Learning procedures that measure how random perturbations of unit ac(cid:173) tivities correlate with changes in reinforcement are inefficient but simple  to implement in hardware. Procedures like back-propagation (Rumelhart,  Hinton and Williams, 1986) which compute how changes in activities af(cid:173) fect the output error are much more efficient, but require more complex  hardware. GEMINI is a hybrid procedure for multilayer networks, which  shares many of the implementation advantages of correlational reinforce(cid:173) ment procedures but is more efficient. GEMINI injects noise only at the  first hidden layer and measures the resultant effect on the output error.  A linear network associated with each hidden layer iteratively inverts the  matrix which relates the noise to the error change, thereby obtaining  the error-derivatives. No back-propagation is involved, thus allowing un(cid:173) known non-linearities in the system. Two simulations demonstrate the  effectiveness of GEMINI.",https://papers.nips.cc/paper_files/paper/1988/file/a0a080f42e6f13b3a2df133f073095dd-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a0a080f42e6f13b3a2df133f073095dd-Abstract.html,
A Self-Learning Neural Network,"Allan Hartstein, R. Koch",1988,Abstract Unavailable,https://papers.nips.cc/paper_files/paper/1988/file/a2557a7b2e94197ff767970b67041697-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a2557a7b2e94197ff767970b67041697-Abstract.html,
Neural Networks for Model Matching and Perceptual Organization,"Eric Mjolsness, Gene Gindi, P. Anandan",1988,"We introduce an optimization approach for solving problems in com(cid:173) puter vision that involve multiple levels of abstraction. Our objective  functions include compositional and specialization hierarchies. We cast  vision problems as inexact graph matching problems, formulate graph  matching in terms of constrained optimization, and use analog neural  networks to perform the optimization. The method is applicable to per(cid:173) ceptual grouping and model matching. Preliminary experimental results  are shown.",https://papers.nips.cc/paper_files/paper/1988/file/a3c65c2974270fd093ee8a9bf8ae7d0b-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a3c65c2974270fd093ee8a9bf8ae7d0b-Abstract.html,
Neuronal Maps for Sensory-Motor Control in the Barn Owl,"Clay D. Spence, John Pearson, J. Gelfand, R. Peterson, W. Sullivan",1988,"The bam owl has fused visual/auditory/motor representations of  space in its midbrain which are used to orient the head so that visu(cid:173) al or auditory stimuli are centered in the visual field of view. We  present models and computer simulations of these structures which  address various problems, inclu",https://papers.nips.cc/paper_files/paper/1988/file/a4a042cf4fd6bfb47701cbc8a1653ada-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a4a042cf4fd6bfb47701cbc8a1653ada-Abstract.html,
Performance of Synthetic Neural Network Classification of Noisy Radar Signals,"Stanley Ahalt, F. Garber, I. Jouny, Ashok Krishnamurthy",1988,"This study evaluates the performance of the multilayer-perceptron  and  the frequency-sensitive  competitive  learning network  in  iden(cid:173) tifying  five  commercial  aircraft  from  radar  backscatter  measure(cid:173) ments.  The performance  of the neural network  classifiers  is  com(cid:173) pared  with  that of the  nearest-neighbor  and  maximum-likelihood  classifiers.  Our  results  indicate  that  for  this  problem,  the  neural  network  classifiers  are  relatively  insensitive  to  changes  in  the  net(cid:173) work  topology,  and  to the noise  level  in  the  training data.  While,  for  this  problem,  the traditional algorithms outperform these sim(cid:173) ple neural classifiers,  we  feel  that neural networks show  the poten(cid:173) tial for  improved performance.",https://papers.nips.cc/paper_files/paper/1988/file/a5e00132373a7031000fd987a3c9f87b-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a5e00132373a7031000fd987a3c9f87b-Abstract.html,
Connectionist Learning of Expert Preferences by Comparison Training,Gerald Tesauro,1988,"A  new  training  paradigm,  caned  the  ""eomparison  pa.radigm,""  is  introduced  for  tasks in which  a. network must  learn  to choose  a  prdcrred  pattern from  a  set of n  alternatives,  based on  examplcs of Imma.n  expert  prderences.  In this  pa.radigm,  the inpu t  to  the network consists of t.wo  uf the  n  alterna tives,  and  the  trained  output is  the expert's judgement of which  pa.ttern is  better.  This  para.digm is  applied  to  the lea,rning  of hackgammon,  a  difficult  board ga.me in  wllieh  the  expert selects  a  move  from  a. set,  of legal  mm·es.  \Vith  compa.rison  training,  much  higher  levels  of performance  can  hc  a.chiew~d, with  networks  that  are  much  smaller,  and  with  coding  sehemes  t.hat  are  much  simpler  and  easier  to  understand.  Furthermorf',  it  is  possible  to  set  up  the  network  so  tha.t  it  always  produces  consisten t  rank-orderings .  1.",https://papers.nips.cc/paper_files/paper/1988/file/a8baa56554f96369ab93e4f3bb068c22-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a8baa56554f96369ab93e4f3bb068c22-Abstract.html,
Winner-Take-All Networks of O(N) Complexity,"J. Lazzaro, S. Ryckebusch, M.A. Mahowald, C. A. Mead",1988,"We have designed, fabricated, and tested a series of compact CMOS  integrated circuits that realize the winner-take-all function. These  analog, continuous-time circuits use only O(n) of interconnect to  perform this function. We have also modified the winner-take-all  circuit, realizing a circuit that computes local nonlinear inhibition.  Two general types of inhibition mediate activity in neural systems: subtractive in(cid:173) hibition, which sets a zero level for the computation, and multiplicative (nonlinear)  inhibition, which regulates the gain of the computation. We report a physical real(cid:173) ization of general nonlinear inhibition in its extreme form, known as winner-take-all.  We have designed and fabricated a series of compact, completely functional CMOS  integrated circuits that realize the winner-take-all function, using the full analog  nature of the medium. This circuit has been used successfully as a component  in several VLSI sensory systems that perform auditory localization (Lazzaro and  Mead, in press) and visual stereopsis (Mahowald and Delbruck, 1988). Winner(cid:173) take-all circuits with over 170 inputs function correctly in these sensory systems.  We have also modified this global winner-take-all circuit, realizing a circuit that  computes local nonlinear inhibition. The circuit allows multiple winners in the net(cid:173) work, and is well suited for use in systems that represent a feature space topograph(cid:173) ically and that process several features in parallel. We have designed, fabricated,  and tested a CMOS integrated circuit that computes locally the winner-take-all  function of spatially ordered input.  704  Lazzaro, Ryckebusch, Mahowald and Mead  THE WINNER-TAKE-ALL CmCUIT  Figure 1 is a schematic diagram of the winner-take-all circuit. A single wire, asso(cid:173) ciated with the potential Vc, computes the inhibition for the entire circuit; for an  n neuron circuit, this wire is O(n) long. To compute the global inhibition, each  neuron k contributes a current onto this common wire, using transistor T2 a.' To  apply this global inhibition locally, each neuron responds to the common wire volt(cid:173) age Vc, using transistor Tla.' This computation is continuous in time; no clocks  are used. The circuit exhibits no hysteresis, and operates with a time constant  related to the size of the largest input. The output representation of the circuit  is not binary; the winning output encodes the logarithm of its associated input.  Figure 1. Schematic diagram of the winner-take-all circuit. Each neuron receives  a unidirectional current input 11;; the output voltages VI •.. VB represent the result  of the winner-take-all computation. If II; = max(II ••• IB ), then VI; is a logarithmic  function of 11;; if Ii <: 11;, then Vi ~ O.  A static and dynamic ana.lysis of the two-neuron circuit illustrates these system  properties. Figure 2 shows a schematic diagram of a two-neuron winner-take-all  circuit. To understand the beha.vior of the circuit, we first consider the input  condition II = 12 = 1m. Transistors TIl ~d T12 have identical potentials at gate  and source, and are both sinking 1m; thus, the drain potentials VI and V2 must be  equal. Transistors T21 and T22 have identical source, drain, and gate potentials,  and therefore must sink the identical current ICI = IC2 = Ic/2. In the subthreshold  region of operation, the equation 1m = 10 exp(Vc/Vo) describes transistors Til and  T12 , where 10 is a fabrication parameter, and Vo = kT/qlt. Likewise, the equation  Ic/2 = 10 exp((Vm - Vel/Volt where Vm = VI = V2, describes transistors T21 and  T22 . Solving for Vm(Im, Ie) yields  Vm = Voln(~:) + Voln(:;).",https://papers.nips.cc/paper_files/paper/1988/file/a8f15eda80c50adb0e71943adc8015cf-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a8f15eda80c50adb0e71943adc8015cf-Abstract.html,
Neural Network Recognizer for Hand-Written Zip Code Digits,"John Denker, W. Gardner, Hans Graf, Donnie Henderson, R. Howard, W. Hubbard, L. D. Jackel, Henry Baird, Isabelle Guyon",1988,"This paper describes the construction of a system that recognizes hand-printed  digits, using a combination of classical techniques and neural-net methods. The  system has been trained and tested on real-world data, derived from zip codes seen  on actual U.S. Mail. The system rejects a small percentage of the examples as  unclassifiable, and achieves a very low error rate on the remaining examples. The  system compares favorably with other state-of-the art recognizers. While some of  the methods are specific to this task, it is hoped that many of the techniques will  be applicable to a wide range of recognition tasks.",https://papers.nips.cc/paper_files/paper/1988/file/a97da629b098b75c294dffdc3e463904-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/a97da629b098b75c294dffdc3e463904-Abstract.html,
Analog Implementation of Shunting Neural Networks,"Bahram Nabet, Robert Darling, Robert Pinter",1988,"An  extremely  compact,  all  analog  and  fully  parallel  implementa(cid:173) tion  of a  class  of shunting  recurrent  neural  networks  that  is  ap(cid:173) plicable to a  wide variety of FET-based integration  technologies is  proposed.  While the contrast enhancement, data compression, and  adaptation to mean input intensity capabilities of the network  are  well suited for  processing of sensory information or feature  extrac(cid:173) tion for a content addressable memory (CAM) system, the network  also admits a global Liapunov function  and can thus achieve stable  CAM storage  itself.  In  addition  the model  can  readily function  as  a front-end  processor to an analog adaptive resonance  circuit.",https://papers.nips.cc/paper_files/paper/1988/file/ac627ab1ccbdb62ec96e702f07f6425b-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/ac627ab1ccbdb62ec96e702f07f6425b-Abstract.html,
Range Image Restoration Using Mean Field Annealing,"Griff Bilbro, Wesley Snyder",1988,"A  new  optimization strategy,  Mean  Field  Annealing, is  presented.  Its application to MAP restoration of noisy range images is derived  and experimentally verified.",https://papers.nips.cc/paper_files/paper/1988/file/b3e3e393c77e35a4a3f3cbd1e429b5dc-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/b3e3e393c77e35a4a3f3cbd1e429b5dc-Abstract.html,
Analyzing the Energy Landscapes of Distributed Winner-Take-All Networks,David Touretzky,1988,"DCPS  (the  Distributed  Connectionist  Production System)  is  a  neural  network  with  complex  dynamical  properties.  Visualizing  the  energy  landscapes of some of its component modules leads to a  better intuitive  understanding  of the  model,  and  suggests  ways  in  which  its  dynamics  can be controlled in order to improve performance on difficult  cases.",https://papers.nips.cc/paper_files/paper/1988/file/b73ce398c39f506af761d2277d853a92-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/b73ce398c39f506af761d2277d853a92-Abstract.html,
Neural Approach for TV Image Compression Using a Hopfield Type Network,"Martine Naillon, Jean-Bernard Theeten",1988,"A self-organizing Hopfield network has been  developed in the context of Vector Ouantiza(cid:173) -tion, aiming at compression of  television  images. The metastable states of the spin  glass-like network are used as  an extra  the Minimal Overlap  storage resource using  and Mezard 1987) to  rule (Krauth  learning  the organization of the attractors.  optimize  The sel f-organi zi ng  that we have  scheme  devised  the generation of an  in  adaptive codebook for any qiven TV image.",https://papers.nips.cc/paper_files/paper/1988/file/bd4c9ab730f5513206b999ec0d90d1fb-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/bd4c9ab730f5513206b999ec0d90d1fb-Abstract.html,
Speech Recognition: Statistical and Neural Information Processing Approaches,John Bridle,1988,Abstract Unavailable,https://papers.nips.cc/paper_files/paper/1988/file/bf8229696f7a3bb4700cfddef19fa23f-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/bf8229696f7a3bb4700cfddef19fa23f-Abstract.html,
Convergence and Pattern-Stabilization in the Boltzmann Machine,"Moshe Kam, Roger Cheng",1988,"The Boltzmann Machine has been introduced as a means to perform  global optimization for multimodal objective functions using the  principles of simulated annealing. In this paper we consider its utility  as a spurious-free content-addressable memory, and provide bounds on  its performance in this context. We show how to exploit the machine's  ability to escape local minima, in order to use it, at a constant  temperature, for unambiguous associative pattern-retrieval in noisy  environments. An association rule, which creates a sphere of influence  around each stored pattern, is used along with the Machine's dynamics  to match the machine's noisy input with one of the pre-stored patterns.  Spurious fIxed points, whose regions of attraction are not recognized by  the rule, are skipped, due to the Machine's fInite probability to escape  from any state. The results apply to the Boltzmann machine and to the  asynchronous net of binary threshold elements (Hopfield model'). They  provide the network designer with worst-case and best-case bounds for  the network's performance, and allow polynomial-time tradeoff studies  of design parameters.",https://papers.nips.cc/paper_files/paper/1988/file/c45147dee729311ef5b5c3003946c48f-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/c45147dee729311ef5b5c3003946c48f-Abstract.html,
Models of Ocular Dominance Column Formation: Analytical and Computational Results,"Kenneth Miller, Joseph Keller, Michael Stryker",1988,"We  have  previously  developed  a  simple  mathemati(cid:173) cal model  for  formation  of ocular  dominance  columns  in  mammalian  visual  cortex.  The  model  provides  a  com(cid:173) mon framework  in  which a  variety  of activity-dependent  biological machanisms can be studied.  Analytic and com(cid:173) putational  results  together  now  reveal  the  following:  if  inputs  specific  to  each eye  are  locally  correlated  in  their  firing,  and are not  anticorrelated within an arbor radius,  monocular  cells  will  robustly  form  and  be  organized  by  intra-cortical  interactions  into  columns.  Broader  corre(cid:173) lations  withln  each  eye,  or anti-correlations  between the  eyes, create a  more purely monocular cortex; positive cor(cid:173) relation  over  an  arbor  radius  yields  an  almost  perfectly  monocular cortex.  Most features of the model can be un(cid:173) derstood  analytically  through  decomposition  into  eigen(cid:173) functions and linear stability analysis.  This allows predic(cid:173) tion of the widths of the columns and other features from  measurable biological parameters.",https://papers.nips.cc/paper_files/paper/1988/file/c8ffe9a587b126f152ed3d89a146b445-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/c8ffe9a587b126f152ed3d89a146b445-Abstract.html,
Digital Realisation of Self-Organising Maps,"Nigel Allinson, Martin Johnson, Kevin Moon",1988,Kevin J. Moon,https://papers.nips.cc/paper_files/paper/1988/file/c9e1074f5b3f9fc8ea15d152add07294-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/c9e1074f5b3f9fc8ea15d152add07294-Abstract.html,
Further Explorations in Visually-Guided Reaching: Making MURPHY Smarter,Bartlett Mel,1988,"MURPHY  is  a  vision-based  kinematic  controller  and  path  planner  based  on  a  connectionist  architecture,  and  implemented  with  a  video  camera and  Rhino XR-series robot  arm.  Imitative of the layout of sen(cid:173) sory  and motor maps in  cerebral cortex,  MURPHY'S internal representa(cid:173) tions  consist of four  coarse-coded populations of simple units represent(cid:173) ing both static and  dynamic aspects of the sensory-motor environment.  In previously reported work [4],  MURPHY first  learned a direct kinematic  model of his  camera-arm system during  a  period  of extended  practice,  and  then  used  this  ""mental  model""  to  heuristically  guide  his  hand  to  unobstructed  visual  targets.  MURPHY  has  since  been  extended  in  two  ways:  First, he  now  learns the inverse differential-kinematics of his  arm  in  addition to ordinary direct  kinematics, which  allows  him to push  his  hand  directly towards  a  visual  target  without  the need  for  search.  Sec(cid:173) ondly,  he now  deals with the much more difficult problem of reaching in  the presence of obstacles.",https://papers.nips.cc/paper_files/paper/1988/file/cedebb6e872f539bef8c3f919874e9d7-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/cedebb6e872f539bef8c3f919874e9d7-Abstract.html,
Scaling and Generalization in Neural Networks: A Case Study,"Subutai Ahmad, Gerald Tesauro",1988,"The  issues  of scaling  and  generalization  have  emerged  as  key  issues  in  current studies of supervised learning from examples in neural networks.  Questions such  as  how  many  training  patterns  and  training  cycles  are  needed for  a problem of a given size  and difficulty,  how  to represent the  inllUh  and how  to choose useful training exemplars,  are of considerable  theoretical  and  practical  importance.  Several  intuitive  rules  of thumb  have been obtained from empirical studies, but as yet there are few  rig(cid:173) orous  results.  In  this  paper we  summarize  a  study Qf generalization in  the simplest possible case-perceptron networks learning linearly separa(cid:173) ble  functions.  The  task  chosen  was  the majority function  (i.e.  return  a  1  if a  majority  of the  input  units  are  on),  a  predicate  with  a  num(cid:173) ber  of useful  properties.  We  find  that  many  aspects  of.generalization  in  multilayer  networks  learning  large,  difficult  tasks  are  reproduced  in  this simple domain, in which  concrete numerical results and even some  analytic understanding can be achieved.",https://papers.nips.cc/paper_files/paper/1988/file/d1f491a404d6854880943e5c3cd9ca25-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/d1f491a404d6854880943e5c3cd9ca25-Abstract.html,
A Model of Neural Oscillator for a Unified Submodule,"Alexandr Kirillov, G. N. Borisyuk, R. M. Borisyuk, Ye. Kovalenko, V. Makarenko, V. Chulaevsky, V. Kryukov",1988,Abstract Unavailable,https://papers.nips.cc/paper_files/paper/1988/file/da4fb5c6e93e74d3df8527599fa62642-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/da4fb5c6e93e74d3df8527599fa62642-Abstract.html,
An Optimality Principle for Unsupervised Learning,Terence Sanger,1988,"We propose an optimality  principle for  training an unsu(cid:173) pervised feedforward neural network based upon maximal  ability to reconstruct the input data from the network out(cid:173) puts.  We describe an algorithm which can be used to train  either  linear or  nonlinear  networks  with  certain  types  of  nonlinearity.  Examples of applications  to the problems of  image  coding,  feature  detection,  and analysis  of random(cid:173) dot stereograms are presented.",https://papers.nips.cc/paper_files/paper/1988/file/e00da03b685a0dd18fb6a08af0923de0-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/e00da03b685a0dd18fb6a08af0923de0-Abstract.html,
Neural Analog Diffusion-Enhancement Layer and Spatio-Temporal Grouping in Early Vision,"Allen Waxman, Michael Seibert, Robert Cunningham, Jian Wu",1988,"A  new  class of neural  network  aimed  at  early  visual  processing  is  described; we call it a Neural  Analog Diffusion-Enhancement Layer or  ""NADEL."" The  network  consists  of two  levels  which  are  coupled  through feedfoward and shunted feedback connections. The lower level  is  a  two-dimensional  diffusion map which  accepts  visual  features  as  input, and spreads activity over larger scales as a function of time. The  upper layer is periodically fed the  activity from  the diffusion layer and  locates local maxima in it (an extreme form  of contrast enhancement)  using a network of local comparators. These local maxima are fed back  to  the  diffusion  layer  using  an  on-center/off-surround  shunting  anatomy. The maxima are also available  as output of the network.  The  network dynamics  serves  to  cluster features  on  multiple  scales  as  a  function of time, and can be used in a variety of early visual processing  tasks such  as:  extraction of comers  and high  curvature  points  along  edge contours, line end detection, gap filling in contours, generation of  fixation points, perceptual grouping on multiple scales, correspondence  and path impletion  in long-range  apparent  motion,  and building  2-D  shape representations that are invariant to  location, orientation, scale,  and small deformation on the visual field.",https://papers.nips.cc/paper_files/paper/1988/file/e2ef524fbf3d9fe611d5a8e90fefdc9c-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/e2ef524fbf3d9fe611d5a8e90fefdc9c-Abstract.html,
Optimization by Mean Field Annealing,"Griff Bilbro, Reinhold Mann, Thomas Miller, Wesley Snyder, David van den Bout, Mark White",1988,"Nearly optimal solutions to many combinatorial problems can be  found using stochastic simulated annealing. This paper extends  the concept of simulated annealing from its original formulation  as a Markov process to a new formulation based on mean field  theory. Mean field annealing essentially replaces the discrete de(cid:173) grees of freedom in simulated annealing with their average values  as computed by the mean field approximation. The net result is  that equilibrium at a given temperature is achieved 1-2 orders of  magnitude faster than with simulated annealing. A general frame(cid:173) work for the mean field annealing algorithm is derived, and its re(cid:173) lationship to Hopfield networks is shown. The behavior of MFA is  examined both analytically and experimentally for a generic combi(cid:173) natorial optimization problem: graph bipartitioning. This analysis  indicates the presence of critical temperatures which could be im(cid:173) portant in improving the performance of neural networks.  STOCHASTIC VERSUS MEAN FIELD  In combinatorial optimization problems, an objective function or Hamiltonian,  H(s), is presented which depends on a vector of interacting 3pim, S = {81,"" .,8N},  in some complex nonlinear way. Stochastic simulated annealing (SSA) (S. Kirk(cid:173) patrick, C. Gelatt, and M. Vecchi (1983)) finds a global minimum of H by com(cid:173) bining gradient descent with a random process. This combination allows, under  certain conditions, choices of s which actually increa3e H, thus providing SSA with  a mechanism for escaping from local minima. The frequency and severity of these  uphill moves is reduced by slowly decreasing a parameter T (often referred to as  the temperature) such that the system settles into a global optimum.  Two conceptual operationo; are involved in simulated annealing: a thermodatic op(cid:173) eration which schedules decreases in the temperature, and a relazation operation  92",https://papers.nips.cc/paper_files/paper/1988/file/ec5decca5ed3d6b8079e2e7e7bacc9f2-Paper.pdf,https://papers.nips.cc/paper_files/paper/1988/hash/ec5decca5ed3d6b8079e2e7e7bacc9f2-Abstract.html,
